country,site_code,survey,indicator_condensed,number_questions,questions
Philippines,MASINLO,Sustainable Livelihoods,Social Trust,2,"1: [Question: Generally speaking, most fishers in my community can be trusted.; Response: [ ] Yes	[ ] No	[ ] No Answer; 2: [Question: (34). Please rate you agreement with the following statements on a scale from STRONGLY AGREE, AGREE, to DISAGREE and STRONGLY DISAGREE.

A. Generally speaking, most fishers in my community can be trusted.; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,MERCEDE,Community Support,Attitude,6,"1: [Question: (13). I am going to ask you about the marine sanctuary that is going to be or has been created in your local area. A marine sanctuary or no-take fishing area is a clearly identified area where fishing is not allowed at any time by anyone.

(13A). Are there any benefits to the local community from having a marine sanctuary nearby? (IF respondents answers YES then please also NEXT QUESTION); Response: [ ] Yes	[ ] No	[ ] No Answer; 2: [Question: (B) Protecting the marine sanctuary is beneficial for increasing fish abundance in the municipality; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer; 3: [Question: (14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (D) Are there benefits of a registered fisher?; Response: [ ] True	[ ] False	[ ] Unsure; 4: [Question: Fish species will continue to decline in number or disappear; Response: Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree; 5: [Question: (14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?; Response: [ ] True	[ ] False	[ ] Unsure; 6: [Question: If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change; Response: Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,MERCEDE,Community Support,Communication,2,"1: [Question: (16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""; Response: [ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________; 2: [Question: (17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?; Response: [ ] Yes	[ ] No	[ ] Unsure"
Philippines,MERCEDE,Community Support,Knowledge,5,"1: [Question: After 5 years of no fishing being allowed, the marine sanctuary can be harvested agai; Response: [ ] True	[ ] False	[ ] Unsure; 2: [Question: (15) Please state below whether you STONGLY AGREE, AGREE, DISAGREE and STRONGLY DISAGREE with the following statements on the impacts of having a marine sanctuary on the community. (C) Hook and line fishing is the only allowed gear to use outside/bufferzone in marine sanctuaries; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer; 3: [Question: Fishers are allowed to fish outside the marine sanctuary; Response: yes, no, refused to answer; 4: [Question: (14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (H) Have you heard the; Response: [ ] True	[ ] False	[ ] Unsure; 5: [Question: No-one can fish or collect shells inside a marine sanctuary; Response: yes, no, refused to answer"
Philippines,MERCEDE,Sustainable Fishing Practices,Catch Reporting,2,"1: [Question: (24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?; Response: [ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting; 2: [Question: (27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch; Response: [ ] Yes	[ ] No	[ ] No Answer"
Philippines,MERCEDE,Sustainable Fishing Practices,Management Participation,3,"1: [Question: (25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?; Response: [ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management; 2: [Question: (27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries; Response: [ ] Yes	[ ] No	[ ] No Answer; 3: [Question: (11). Are you a member of any fisher association?; Response: [ ] Yes	[ ] No	[ ] Do not know/Unsure	[ ] Refused to answer"
Philippines,MERCEDE,Sustainable Livelihoods,Social Trust,2,"1: [Question: Generally speaking, most fishers in my community can be trusted.; Response: [ ] Yes	[ ] No	[ ] No Answer; 2: [Question: (34). Please rate you agreement with the following statements on a scale from STRONGLY AGREE, AGREE, to DISAGREE and STRONGLY DISAGREE.

A. Generally speaking, most fishers in my community can be trusted.; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer"
Philippines,SCARLOS,Community Support,Attitude,6,"1: [Question: (13). I am going to ask you about the marine sanctuary that is going to be or has been created in your local area. A marine sanctuary or no-take fishing area is a clearly identified area where fishing is not allowed at any time by anyone.

(13A). Are there any benefits to the local community from having a marine sanctuary nearby? (IF respondents answers YES then please also NEXT QUESTION); Response: [ ] Yes	[ ] No	[ ] No Answer; 2: [Question: (B) Protecting the marine sanctuary is beneficial for increasing fish abundance in the municipality; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer; 3: [Question: (14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (D) Are there benefits of a registered fisher?; Response: [ ] True	[ ] False	[ ] Unsure; 4: [Question: Fish species will continue to decline in number or disappear; Response: Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree; 5: [Question: (14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (G) Are there benefits of reporting your catch?; Response: [ ] True	[ ] False	[ ] Unsure; 6: [Question: If marine sanctuaries are well-managed, it will help buffer some of the effects of climate change; Response: Strongly agree, agree, neither agree nor disagree, disagree, strongly disagree, refused to answer"
Philippines,SCARLOS,Community Support,Communication,2,"1: [Question: (16). In the past 6 months, have you talked to anyone about the benefits to the community of a well-enforced sanctuary?   If YES, please tell me if you talked to the following people. If NO, check ""have not talked to anyone.""; Response: [ ] Have not talked to anyone	[ ] Talked to a family member	[ ] Talked to neighbors and fellow fishers	[ ] Talked to local barangay and municipal leaders	[ ] Refused to answer	[ ] Other ________________; 2: [Question: (17) In the past 6 months, have you talked to anyone about the importance of not fishing inside the marine sanctuary?; Response: [ ] Yes	[ ] No	[ ] Unsure"
Philippines,SCARLOS,Community Support,Knowledge,5,"1: [Question: After 5 years of no fishing being allowed, the marine sanctuary can be harvested agai; Response: [ ] True	[ ] False	[ ] Unsure; 2: [Question: (15) Please state below whether you STONGLY AGREE, AGREE, DISAGREE and STRONGLY DISAGREE with the following statements on the impacts of having a marine sanctuary on the community. (C) Hook and line fishing is the only allowed gear to use outside/bufferzone in marine sanctuaries; Response: [ ] Strongly Agree	[ ] Agree	[ ] Disagree	[ ] Strongly Disagree	[ ] Refused to Answer; 3: [Question: Fishers are allowed to fish outside the marine sanctuary; Response: yes, no, refused to answer; 4: [Question: (14). Please state below whether you beleive each regulation is either TRUE, FALSE or UNSURE about marine sanctuary rules and regulations and fisheries management in your municipality. (H) Have you heard the; Response: [ ] True	[ ] False	[ ] Unsure; 5: [Question: No-one can fish or collect shells inside a marine sanctuary; Response: yes, no, refused to answer"
Philippines,SCARLOS,Sustainable Fishing Practices,Catch Reporting,2,"1: [Question: (24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?; Response: [ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting; 2: [Question: (27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch; Response: [ ] Yes	[ ] No	[ ] No Answer"
Philippines,SCARLOS,Sustainable Fishing Practices,Management Participation,3,"1: [Question: (25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?; Response: [ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management; 2: [Question: (27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries; Response: [ ] Yes	[ ] No	[ ] No Answer; 3: [Question: (11). Are you a member of any fisher association?; Response: [ ] Yes	[ ] No	[ ] Do not know/Unsure	[ ] Refused to answer"
